make,model,year,mileage_km,engine_cc,auction_grade,winning_bid_jpy,auction_date
Mazda,RX-7,2019,67440,2500,2.9,1088534,2023-11-18
Porsche,911 Carrera,2020,36265,3500,3.9,2057166,2025-01-07
Toyota,Land Cruiser,2020,54686,4500,3.8,2006486,2025-06-09
Honda,CR-V,2017,78970,1500,3.7,859706,2024-04-21
Nissan,X-Trail,2023,13607,2000,4.7,2421662,2025-03-20
Toyota,Land Cruiser 300,2022,19815,4500,5.2,4910898,2023-11-13
Toyota,Land Cruiser,2019,43465,3500,3.7,2379253,2025-09-26
Mazda,CX-5,2023,8933,2000,4.1,646898,2023-12-09
Mitsubishi,Outlander,2020,60781,3000,3.4,1127799,2023-11-28
Mazda,CX-5,2021,42574,1500,3.5,673917,2025-04-10
Mitsubishi,Lancer Evolution,2019,46732,2000,4.4,1322027,2024-10-17
Porsche,Cayenne,2024,1000,1500,5.4,5332515,2025-05-09
Honda,Accord,2021,20279,2000,5.1,902850,2025-08-04
Honda,CR-V,2018,75297,2000,3.9,631502,2024-01-25
Mitsubishi,Lancer Evolution,2018,69808,2000,3.9,958605,2025-01-10
Toyota,Land Cruiser,2020,56465,3500,4.3,3191993,2025-09-01
Mitsubishi,Lancer Evolution,2021,35636,2000,4.0,855841,2025-09-26
Toyota,Land Cruiser 200,2017,86821,4500,3.8,951464,2025-08-21
Lexus,LX 570,2023,15904,3500,4.4,6010733,2024-07-26
Porsche,Macan,2021,41338,2500,3.8,4456796,2024-09-30
Toyota,Land Cruiser,2022,19612,3500,4.0,2017647,2024-07-28
Subaru,Forester,2016,115626,2500,3.7,500000,2024-11-07
Mitsubishi,Pajero,2021,34973,3000,4.0,500000,2025-08-08
Subaru,Forester,2019,72795,2000,3.0,602719,2024-05-02
Lexus,NX,2023,9927,2000,4.7,3533733,2024-12-30
Nissan,X-Trail,2023,7905,1500,4.9,2123993,2024-05-20
Mitsubishi,Outlander,2016,110865,1500,3.7,508246,2025-10-02
Porsche,Cayenne,2023,15185,2000,4.3,5054219,2025-05-23
Mitsubishi,Pajero,2023,10700,2000,4.0,625785,2024-07-04
Toyota,Land Cruiser 300,2024,1000,5700,4.0,4303567,2025-07-13
Subaru,Forester,2019,70402,2000,2.6,651337,2025-01-19
Honda,CR-V,2021,35390,1500,3.7,600869,2024-01-13
Mazda,CX-5,2024,3222,2500,4.3,2437789,2025-02-11
Honda,Accord,2022,28572,2000,5.3,2236391,2024-06-11
Mitsubishi,Outlander,2018,47936,2000,3.0,500000,2024-10-29
Honda,Accord,2019,64500,2500,2.5,500000,2024-11-26
Toyota,Land Cruiser 300,2023,18753,3500,5.3,4521667,2024-08-12
Nissan,Patrol,2021,27872,5700,4.5,1083570,2025-04-08
Mazda,RX-7,2024,1732,2000,4.8,3331429,2024-03-18
Porsche,Macan,2024,1000,3000,4.2,3578755,2024-12-17
Mazda,CX-5,2018,50701,2000,2.6,500000,2024-07-01
Lexus,LX 570,2017,74020,4500,3.8,1342507,2024-05-10
Honda,Accord,2024,1000,2500,5.3,2235059,2024-10-18
Honda,NSX,2019,69909,3800,3.8,1397799,2024-02-13
Honda,CR-V,2019,66288,2000,2.7,500000,2025-01-31
Mazda,CX-5,2018,86363,1500,2.7,574929,2023-11-17
Lexus,LX 570,2022,16689,3500,5.1,4941856,2024-08-22
Honda,Accord,2019,74315,1500,3.2,980743,2025-06-14
Porsche,Cayenne,2019,48825,2500,4.3,4171005,2024-09-05
Mitsubishi,Outlander,2019,55116,1500,3.6,902983,2024-02-25
Mitsubishi,Outlander,2024,1000,1500,5.0,2536475,2025-01-21
Mazda,RX-7,2020,53092,2000,4.1,1248150,2024-08-15
Mitsubishi,Pajero,2021,32265,2000,4.2,511594,2025-08-28
Toyota,Land Cruiser 300,2015,103888,3500,3.3,1107094,2024-04-27
Porsche,911 Carrera,2019,73435,3500,3.7,2167310,2024-09-26
Honda,CR-V,2023,16408,2500,4.4,1271841,2024-05-29
Toyota,Land Cruiser 300,2016,110314,4500,3.0,1433397,2024-05-09
Honda,Accord,2016,84693,2000,3.2,500000,2025-09-23
Nissan,X-Trail,2021,26371,3000,4.9,2027082,2025-04-12
Subaru,Outback,2022,24455,2500,4.9,1540587,2024-10-29
Porsche,Macan,2020,37993,1500,4.2,5130045,2024-09-16
Lexus,GX 460,2018,91910,1500,3.8,1656994,2024-06-19
Porsche,911 Carrera,2023,5674,3800,4.4,4254942,2024-08-08
Subaru,WRX STI,2024,3050,2000,4.6,2936450,2025-04-18
Lexus,NX,2016,114854,2000,3.1,1615265,2025-02-11
Mazda,RX-7,2022,23236,2500,5.2,3125033,2025-06-13
Porsche,Macan,2015,89468,2000,3.1,1182006,2023-11-16
Mitsubishi,Outlander,2024,1000,2500,4.3,2520008,2024-06-17
Honda,Accord,2024,1000,2000,4.7,2528497,2024-10-01
Toyota,Land Cruiser 300,2022,18321,3500,5.2,5896620,2024-05-21
Mitsubishi,Outlander,2024,2859,2500,4.8,1298244,2024-05-01
Nissan,Patrol,2020,47746,5700,4.0,816863,2025-06-09
Porsche,Cayenne,2023,6293,2500,4.8,5160805,2024-07-24
Toyota,Prado,2023,14763,1500,4.4,1233266,2024-01-22
Lexus,LX 570,2018,76884,3500,3.5,2281406,2024-02-03
Subaru,Forester,2017,91043,2000,3.5,500000,2024-05-27
Mazda,RX-7,2017,77681,2000,3.2,500000,2024-06-26
Nissan,X-Trail,2022,23665,2000,4.2,1911718,2025-07-08
Porsche,Cayenne,2019,75135,2000,2.6,2067910,2023-11-09
Porsche,Cayenne,2019,65965,2000,2.6,2018468,2025-02-25
Toyota,Prado,2015,103562,2000,3.3,500000,2024-10-06
Subaru,Outback,2024,4659,2500,5.3,1174354,2024-11-17
Mazda,CX-9,2022,16034,2000,4.8,1185886,2024-12-20
Mitsubishi,Pajero,2023,17803,1500,5.1,1258261,2023-12-16
Porsche,Cayenne,2022,22998,2000,5.3,3648031,2023-10-24
Mazda,CX-9,2022,21969,2500,4.4,1381638,2024-10-27
Lexus,LX 600,2019,44101,3500,3.6,3859999,2024-05-22
Porsche,911 Carrera,2020,39779,3800,3.5,1903554,2023-10-31
Subaru,Forester,2016,94145,1500,2.9,500000,2024-06-29
Lexus,LX 600,2023,5400,5700,4.2,4718717,2024-06-03
Mazda,CX-5,2021,30617,2000,3.8,884683,2025-02-07
Mitsubishi,Outlander,2016,103275,2000,3.9,589741,2024-06-03
Honda,Accord,2018,89334,2000,3.7,794225,2025-07-06
Mazda,CX-5,2019,43501,2500,3.8,866254,2023-11-25
Honda,NSX,2021,34779,3500,3.7,1684631,2025-03-26
Honda,Accord,2023,12900,2000,4.1,1280439,2025-03-30
Subaru,Forester,2015,100282,2500,3.3,500000,2025-02-24
Lexus,LX 570,2019,76431,5700,3.7,2540692,2024-11-21
Porsche,Cayenne,2020,38222,3000,3.7,3919266,2025-09-15
Subaru,WRX STI,2020,54672,2000,4.1,964814,2024-04-20
Nissan,Patrol,2018,72367,3500,3.6,500000,2024-11-27
Honda,CR-V,2023,12291,1500,4.4,1873725,2024-07-21
Porsche,Cayenne,2015,107209,1500,2.5,799102,2024-07-30
Mazda,CX-9,2019,69803,2500,2.9,565666,2025-02-04
Porsche,Macan,2022,23878,1500,4.6,5773200,2025-01-10
Mitsubishi,Pajero,2016,73241,2500,2.7,500000,2025-02-09
Nissan,GT-R R35,2020,50805,3500,3.8,4511595,2025-01-02
Subaru,WRX STI,2020,37704,2500,3.6,1521214,2024-09-02
Nissan,X-Trail,2019,47097,2000,3.8,696459,2024-04-24
Mazda,CX-9,2022,30320,1500,4.1,711604,2025-05-15
Toyota,Prado,2022,25299,1500,4.2,788708,2025-06-14
Honda,CR-V,2024,4634,2500,4.2,2013464,2024-08-29
Toyota,Land Cruiser 300,2022,20362,4500,4.9,5098973,2025-01-27
Lexus,LX 600,2015,111616,4500,3.0,828655,2025-01-18
Toyota,Land Cruiser 300,2023,16354,4500,5.1,5044329,2024-04-22
Mazda,CX-9,2016,74343,2500,3.8,500000,2025-02-05
Lexus,NX,2020,55123,2000,3.6,3965315,2024-09-10
Honda,NSX,2022,20490,3000,4.3,1322042,2025-07-05
Porsche,Macan,2015,74194,3000,2.8,1176974,2024-07-01
Mitsubishi,Outlander,2022,25551,2500,4.6,1634990,2024-11-05
Lexus,LX 570,2017,64708,4500,3.3,1883252,2025-01-26
Mitsubishi,Lancer Evolution,2021,33323,2500,3.8,593552,2025-03-04
Subaru,WRX STI,2018,87165,2000,2.8,500000,2024-09-17
Honda,CR-V,2021,39325,2000,4.4,636173,2024-11-01
Toyota,Land Cruiser,2020,31236,5700,3.8,2148419,2024-12-15
Porsche,Macan,2019,76291,2500,3.1,3274399,2024-04-27
Mitsubishi,Outlander,2022,18982,2000,5.1,890181,2024-03-23
Mazda,CX-9,2021,28870,3000,5.4,831047,2023-11-16
Nissan,GT-R R35,2024,1000,3800,4.0,4996483,2024-04-11
Mitsubishi,Outlander,2022,28046,2000,4.9,2309322,2023-12-27
Porsche,Macan,2022,21526,3000,4.9,7604353,2025-06-15
Honda,Accord,2021,29269,2000,4.3,1146654,2025-07-10
Honda,NSX,2024,3529,3000,4.5,3496821,2025-03-09
Mazda,RX-7,2019,48268,2000,4.4,1735704,2025-08-03
Honda,CR-V,2017,100885,3000,3.5,779836,2024-10-27
Mazda,RX-7,2020,56062,2000,4.5,1612789,2024-12-28
Mazda,CX-5,2015,112498,2000,3.1,500000,2024-09-29
Porsche,Macan,2022,26692,3000,4.6,5474060,2025-04-29
Mitsubishi,Outlander,2021,43624,2500,4.5,1676241,2024-01-08
Mitsubishi,Lancer Evolution,2017,104697,2000,3.1,551105,2025-06-26
Lexus,LX 600,2020,61088,3500,3.3,1675483,2025-09-26
Honda,CR-V,2023,5419,2000,4.2,1770514,2023-12-01
Subaru,WRX STI,2019,76683,2000,2.7,595138,2023-11-06
Mazda,CX-9,2022,16586,1500,5.4,2580794,2025-08-06
Mazda,RX-7,2023,12740,2500,4.8,2673583,2025-08-08
Honda,CR-V,2022,23777,1500,4.5,1013830,2024-01-13
Mitsubishi,Lancer Evolution,2020,31632,2000,4.1,685706,2024-10-17
Lexus,NX,2022,20201,1500,5.1,6643516,2025-02-21
Mitsubishi,Outlander,2015,119622,2000,3.7,500000,2025-02-17
Toyota,Land Cruiser,2023,8838,4500,5.0,4833323,2024-07-21
Honda,CR-V,2015,94690,2000,2.7,500000,2024-07-14
Nissan,GT-R R35,2021,38072,3800,3.6,4729976,2025-06-15
Nissan,X-Trail,2021,43349,1500,3.8,1045800,2023-10-08
Porsche,911 Carrera,2023,8701,3000,5.3,8345407,2023-12-22
Subaru,Outback,2020,43757,2500,4.5,1131232,2024-11-30
Toyota,Land Cruiser 300,2024,2959,4500,4.2,6016114,2024-11-21
Mazda,CX-9,2022,22705,2500,5.4,873562,2024-08-27
Toyota,Land Cruiser,2024,4585,3500,4.6,4276392,2024-03-03
Mitsubishi,Outlander,2021,33522,2000,3.7,1537338,2023-10-28
Honda,CR-V,2024,1000,2000,5.3,1010361,2025-06-20
Lexus,GX 460,2017,72188,2500,2.7,1969286,2024-05-08
Nissan,X-Trail,2021,46228,1500,3.5,1028926,2024-04-14
Lexus,NX,2018,57888,2000,3.4,2335558,2025-02-18
Mitsubishi,Outlander,2020,55889,1500,4.1,501678,2024-06-26
Mitsubishi,Lancer Evolution,2022,20682,2000,4.4,1412674,2025-06-13
Mitsubishi,Lancer Evolution,2017,87306,2000,2.7,500000,2023-10-24
Lexus,LX 600,2015,85656,3500,3.8,815358,2023-12-30
Nissan,Patrol,2023,3957,4500,4.1,1573960,2025-02-24
Honda,NSX,2022,20327,3500,5.3,2001782,2024-05-31
Porsche,Cayenne,2024,3942,2000,4.9,8116204,2024-10-24
Honda,NSX,2020,57063,3800,3.7,1435223,2024-10-24
Porsche,Cayenne,2024,1000,2500,5.4,5041858,2024-07-15
Subaru,Outback,2020,48228,2000,4.4,1547477,2025-04-12
Mazda,CX-9,2023,8529,1500,5.1,992278,2024-03-21
Mitsubishi,Pajero,2022,25517,2000,5.0,929946,2024-11-24
Mitsubishi,Pajero,2018,66688,3000,2.6,500000,2023-10-18
Toyota,Land Cruiser 300,2019,72003,5700,2.9,2637912,2024-12-09
Nissan,Patrol,2024,1000,4500,5.0,2336865,2025-08-04
Subaru,WRX STI,2018,91638,2500,2.9,600925,2025-02-05
Porsche,911 Carrera,2021,40648,3000,4.3,3712301,2025-05-13
Toyota,Land Cruiser 300,2021,27749,3500,5.0,6311563,2025-03-10
Lexus,GX 460,2015,121107,1500,2.9,714716,2024-02-21
Subaru,Forester,2016,65347,1500,3.9,500000,2025-08-17
Mitsubishi,Lancer Evolution,2023,17560,2000,5.3,2094733,2024-11-25
Subaru,Outback,2023,13588,2000,5.1,918856,2024-02-16
Mitsubishi,Pajero,2023,11321,2000,4.9,1758544,2024-11-21
Lexus,NX,2018,82946,3000,3.0,1167383,2025-05-19
Honda,Accord,2023,15024,2500,5.1,1741919,2025-01-17
Nissan,Patrol,2020,39884,3500,3.7,560401,2024-09-08
Nissan,GT-R R35,2015,138535,3500,3.6,1391551,2024-03-11
Porsche,Macan,2020,38135,2000,4.1,2654378,2025-02-17
Honda,Accord,2023,14169,1500,4.2,1435187,2024-09-14
Honda,Accord,2016,100783,1500,2.8,500000,2023-12-06
Toyota,Land Cruiser,2022,22020,3500,5.1,2502825,2024-03-13
Nissan,X-Trail,2019,48170,2000,4.5,1227639,2025-08-08
Lexus,NX,2023,3585,2000,4.8,5018488,2023-12-16
Honda,CR-V,2018,85788,1500,2.7,608261,2024-05-10
Porsche,Macan,2023,12458,2000,4.5,7381458,2025-05-12
Porsche,Cayenne,2015,85034,2000,4.0,1265412,2025-02-07
Mazda,CX-9,2016,116581,2000,2.8,500000,2024-10-17
Toyota,Land Cruiser 200,2022,23525,3500,5.2,3122102,2024-05-02
Lexus,LX 600,2023,10308,4500,5.5,7265402,2025-03-26
Porsche,911 Carrera,2024,3160,3000,5.4,5669130,2025-08-10
Toyota,Prado,2020,33674,1500,4.5,1317802,2025-08-13
Lexus,GX 460,2019,69960,3000,3.9,3562483,2024-11-03
Honda,NSX,2018,63370,3800,3.8,693051,2025-10-01
Mitsubishi,Lancer Evolution,2022,14537,2000,5.3,957159,2024-05-19
Mazda,RX-7,2023,15633,2500,4.8,2064119,2025-04-17
Lexus,LX 570,2017,81044,3500,3.4,1744175,2023-10-30
Mitsubishi,Outlander,2023,14715,2000,5.3,1855045,2024-12-28
Nissan,X-Trail,2021,36734,2000,3.7,567125,2025-08-12
Lexus,NX,2023,9316,2000,4.8,6577453,2024-12-20
Nissan,Patrol,2023,16083,3500,5.3,1293647,2025-07-23
Honda,NSX,2020,59706,3500,4.1,2010003,2024-08-18
Toyota,Prado,2020,58996,2500,4.5,1054617,2024-02-12
Porsche,911 Carrera,2018,87224,3500,3.0,1161688,2024-09-26
Honda,CR-V,2021,28749,2000,4.4,1421127,2024-12-23
Mazda,RX-7,2016,104283,2500,3.4,500000,2024-07-21
Nissan,Patrol,2024,1000,4500,4.0,1667748,2024-03-25
Porsche,Cayenne,2017,74773,2500,2.6,2026583,2024-10-25
Lexus,GX 460,2024,1000,1500,4.4,8441313,2023-12-17
Honda,Accord,2022,30788,3000,4.2,1820878,2024-07-29
Mazda,RX-7,2022,25223,2000,5.5,2467011,2025-01-23
Honda,NSX,2015,134418,3000,3.6,500000,2025-03-02
Mitsubishi,Outlander,2015,138672,2000,3.9,500000,2025-03-05
Mitsubishi,Pajero,2023,12374,2000,4.3,1865708,2023-12-12
Lexus,LX 570,2022,17031,3500,5.1,3536239,2025-02-14
Nissan,GT-R R35,2020,32995,3500,3.9,2883408,2025-10-03
Mazda,CX-5,2022,20086,3000,4.6,1694519,2024-10-14
Lexus,LX 600,2023,5087,3500,5.2,5103167,2023-12-26
Porsche,Cayenne,2021,33246,2000,4.2,4777691,2024-02-28
Mazda,CX-5,2020,49616,2000,4.1,1514399,2024-01-17
Subaru,WRX STI,2015,118885,2500,3.0,500000,2023-11-27
Nissan,Patrol,2023,8582,4500,5.0,2591925,2025-08-14
Nissan,Patrol,2020,58881,3500,3.9,500000,2025-06-03
Nissan,X-Trail,2022,18110,2000,4.5,1135999,2025-01-24
Mitsubishi,Outlander,2021,25612,2500,4.6,619113,2024-07-05
Nissan,Patrol,2022,22976,5700,4.3,915210,2024-06-08
Porsche,Cayenne,2018,56045,2000,3.8,2784112,2025-07-14
Subaru,WRX STI,2016,63524,2500,3.0,503920,2024-02-10
Mazda,CX-9,2020,38733,1500,3.9,639926,2024-02-20
Nissan,X-Trail,2021,34090,1500,4.1,1272001,2025-07-22
Lexus,NX,2023,15863,2000,5.1,9025191,2024-04-25
Porsche,911 Carrera,2024,2569,3500,5.0,7504310,2025-09-26
Porsche,Macan,2022,22430,2500,4.1,6119844,2025-02-13
Nissan,Patrol,2023,5156,3500,4.0,701384,2024-09-06
Toyota,Land Cruiser 300,2020,41418,3500,4.5,3008022,2025-01-08
Subaru,Forester,2021,42088,3000,3.8,721211,2024-05-31
Nissan,GT-R R35,2017,75163,3500,2.9,1906066,2023-11-18
Mazda,CX-5,2019,64062,2000,2.8,500000,2025-07-18
Mazda,RX-7,2018,51363,2000,2.6,584646,2024-09-23
Lexus,LX 570,2022,21083,3500,5.1,4586197,2025-03-18
Mitsubishi,Outlander,2019,70921,2500,3.5,1048830,2024-10-08
Nissan,X-Trail,2021,33318,2000,3.9,770164,2025-09-14
Mitsubishi,Lancer Evolution,2018,83507,2000,3.1,500000,2023-11-07
Honda,NSX,2022,27610,3500,5.4,1609769,2024-03-05
Mazda,RX-7,2017,84335,2000,3.9,1103110,2023-12-23
Porsche,Cayenne,2018,68418,2500,2.8,1266737,2025-04-22
Subaru,WRX STI,2023,10329,2500,5.3,3066578,2025-03-18
Porsche,Cayenne,2022,25864,2000,4.2,4907361,2024-10-05
Mazda,CX-5,2023,11533,1500,4.4,933924,2023-12-29
Mitsubishi,Pajero,2024,1000,1500,4.7,1496940,2023-11-03
Subaru,Forester,2024,1000,2500,4.8,837838,2024-08-05
Subaru,Outback,2024,2777,2000,5.2,1205945,2024-07-06
Honda,Accord,2021,40765,1500,3.7,1257242,2024-08-31
Porsche,Cayenne,2019,53490,1500,4.5,3063564,2024-03-20
Lexus,NX,2021,30849,3000,3.7,5165202,2024-04-23
Porsche,Macan,2023,14477,2000,4.8,6340190,2024-07-08
Porsche,Cayenne,2022,32172,2500,4.4,6278040,2024-06-14
Mazda,CX-5,2015,123025,1500,3.7,500000,2023-10-14
Toyota,Prado,2020,32932,2000,4.2,522458,2025-02-08
Porsche,Cayenne,2024,1000,2000,4.8,5842037,2024-02-01
Honda,Accord,2015,126526,2500,2.9,500000,2024-09-16
Mazda,RX-7,2023,3581,2000,4.3,1320732,2024-03-19
Mitsubishi,Pajero,2020,41861,2000,4.0,500000,2025-07-27
Subaru,Forester,2018,56110,2000,2.8,656262,2024-04-01
Nissan,GT-R R35,2021,32991,3500,3.6,3100472,2024-10-08
Mazda,CX-5,2020,45959,2000,4.5,674581,2024-11-29
Honda,Accord,2018,53143,3000,2.6,500000,2023-10-30
Nissan,X-Trail,2018,65822,2000,2.6,500000,2023-10-21
Toyota,Land Cruiser,2018,67013,5700,2.8,714116,2023-11-30
Nissan,X-Trail,2021,43329,2500,3.8,562162,2024-07-10
Mazda,RX-7,2022,28866,2000,5.3,2484523,2024-12-03
Porsche,Macan,2023,6715,2000,4.9,6428308,2023-10-11
Porsche,Cayenne,2023,7960,2500,5.4,4033086,2024-04-30
Subaru,WRX STI,2023,13376,2000,5.0,2171058,2024-11-21
Mitsubishi,Outlander,2023,9969,2000,5.1,1336706,2024-09-15
Mazda,RX-7,2019,70393,2500,3.9,791326,2025-01-22
Porsche,911 Carrera,2019,48965,3000,4.2,2626565,2025-08-09
Lexus,LX 570,2019,45416,3500,3.6,3911085,2024-07-31
Nissan,GT-R R35,2019,55830,3800,3.7,3323600,2025-05-26
Mitsubishi,Lancer Evolution,2024,1000,2000,4.6,2364304,2024-10-26
Subaru,Forester,2021,42065,1500,4.2,1356816,2024-08-05
Mitsubishi,Outlander,2016,73495,1500,3.7,500000,2025-07-26
Mitsubishi,Pajero,2022,15298,2500,5.1,1013728,2025-08-19
Lexus,NX,2023,11597,2500,4.0,6745671,2024-04-22
Mazda,RX-7,2019,65372,2500,3.0,900668,2025-02-09
Lexus,LX 600,2021,47210,3500,3.8,4209098,2024-02-23
Mitsubishi,Pajero,2020,38089,2500,3.5,1330920,2024-09-23
Toyota,Land Cruiser 200,2020,43685,3500,3.7,2190007,2025-09-23
Lexus,LX 600,2016,86021,3500,3.0,1396280,2025-07-21
Toyota,Prado,2016,76680,2000,3.1,500000,2024-02-11
Subaru,Forester,2022,19361,2000,5.4,1064048,2025-02-17
Mazda,CX-9,2016,85185,2000,3.8,500000,2024-05-12
Mazda,CX-9,2018,49481,3000,2.9,500000,2024-04-24
Honda,NSX,2023,15736,3500,4.4,2210138,2024-01-17
Porsche,Macan,2021,22706,2500,5.3,4218275,2023-12-07
Nissan,Patrol,2017,70660,3500,3.7,566324,2024-08-29
Toyota,Land Cruiser,2021,43048,3500,3.7,1904434,2024-11-19
Toyota,Land Cruiser 300,2023,9469,3500,4.2,4605512,2024-11-17
Nissan,Patrol,2023,7771,3500,4.3,699471,2023-11-27
Mazda,RX-7,2015,95535,2000,4.0,500000,2025-01-12
Lexus,GX 460,2023,10413,2000,4.0,2973765,2023-12-24
Mitsubishi,Lancer Evolution,2017,83726,2000,3.0,500000,2024-07-16
Nissan,Patrol,2023,17061,3500,4.3,764263,2025-05-06
Lexus,GX 460,2024,1000,2000,4.3,8550376,2024-12-23
Lexus,GX 460,2015,106215,2000,3.3,1541994,2025-02-03
Honda,CR-V,2023,6863,2000,4.6,972154,2025-01-29
Mitsubishi,Lancer Evolution,2022,24616,2000,5.4,1555117,2025-05-15
Subaru,WRX STI,2023,17269,2500,5.1,1976418,2025-07-09
Nissan,X-Trail,2021,26511,2000,4.4,1075122,2023-11-25
Mazda,CX-9,2019,40728,1500,3.6,806633,2025-07-05
Mazda,CX-9,2015,130934,3000,2.9,500000,2024-05-13
Lexus,NX,2024,3958,2000,5.4,9630138,2025-04-15
Honda,CR-V,2023,12818,2500,5.5,2342489,2025-05-11
Porsche,Cayenne,2020,49850,2000,4.3,2644964,2025-01-09
Honda,NSX,2024,3580,3500,4.4,3158418,2023-11-23
Lexus,LX 570,2019,43364,5700,4.4,2465195,2024-10-01
Toyota,Land Cruiser 200,2024,1000,4500,4.1,2991992,2025-08-08
Lexus,LX 570,2020,56022,3500,3.8,3560993,2024-04-23
Mazda,RX-7,2017,80275,2500,3.4,633641,2023-10-31
Nissan,X-Trail,2022,24834,2500,4.6,1335346,2024-10-17
Honda,Accord,2020,48199,2000,3.8,532921,2025-02-22
Porsche,911 Carrera,2017,98039,3000,3.3,1494544,2024-05-30
Mitsubishi,Pajero,2023,7105,1500,4.7,2186223,2024-07-30
Porsche,911 Carrera,2024,1000,3500,4.7,8955899,2024-10-01
Toyota,Land Cruiser,2020,41590,3500,4.1,2098316,2025-03-18
Honda,Accord,2023,16284,2000,5.3,1187053,2024-12-15
Mitsubishi,Outlander,2022,21469,2500,4.3,1788680,2025-09-05
Lexus,GX 460,2017,62047,2500,2.7,1211958,2024-10-23
Mitsubishi,Lancer Evolution,2024,1769,2000,4.1,850432,2023-12-27
Mitsubishi,Pajero,2017,103817,2500,4.0,615737,2024-04-20
Lexus,LX 600,2024,1000,3500,4.1,7351106,2023-12-20
Honda,NSX,2015,92707,3800,2.9,500000,2024-02-07
Lexus,GX 460,2024,1000,2500,4.6,3871603,2025-05-21
Mitsubishi,Pajero,2023,14154,1500,4.5,1776203,2025-01-02
Porsche,Macan,2023,14544,1500,4.5,4029390,2024-02-07
Toyota,Land Cruiser 200,2019,48587,5700,3.6,1254307,2025-03-26
Toyota,Prado,2017,76444,2000,3.8,545102,2024-02-23
Porsche,Macan,2024,1000,2000,4.1,4061517,2024-05-02
Subaru,Outback,2018,51593,2500,3.9,866434,2024-09-04
Toyota,Prado,2021,37970,1500,4.1,1333438,2025-09-07
Mitsubishi,Lancer Evolution,2020,36600,2500,4.1,1130203,2024-01-23
Mitsubishi,Pajero,2024,1000,2000,5.2,2569474,2025-04-11
Toyota,Land Cruiser 300,2024,1000,5700,5.4,8459449,2025-06-20
Nissan,GT-R R35,2021,33039,3000,4.3,4151537,2025-09-13
Nissan,GT-R R35,2016,115572,3500,3.9,1421649,2024-09-16
Lexus,LX 570,2024,2910,4500,4.5,8426123,2025-08-17
Mitsubishi,Pajero,2022,15301,1500,5.2,1843728,2025-01-31
Honda,Accord,2021,29722,1500,4.7,2035291,2023-11-16
Porsche,Macan,2023,12175,2000,4.2,7540465,2024-03-11
Subaru,Outback,2020,47048,2000,3.7,572276,2025-03-09
Mazda,RX-7,2020,60082,2000,3.8,1702781,2023-10-06
Mazda,CX-5,2022,21477,2000,4.2,1496619,2024-09-15
Honda,CR-V,2022,16596,1500,5.1,2483429,2024-04-23
Mitsubishi,Outlander,2022,18624,2500,5.1,1136313,2024-09-24
Porsche,Cayenne,2020,57196,2500,4.5,3983273,2024-10-25
Lexus,LX 570,2017,98551,3500,3.6,1967462,2024-12-13
Subaru,Forester,2021,26015,2000,4.7,1771981,2023-12-03
Subaru,Forester,2023,11030,1500,4.9,1972667,2024-02-13
Lexus,NX,2019,68794,3000,3.6,1626934,2025-09-01
Mitsubishi,Pajero,2015,114021,3000,3.5,500000,2024-12-21
Honda,NSX,2023,17259,3000,4.9,2371087,2024-11-03
Porsche,911 Carrera,2017,83684,3000,3.7,1986147,2024-10-14
Lexus,GX 460,2023,9256,2500,4.5,4069772,2023-11-29
Porsche,911 Carrera,2015,115191,3000,3.1,1423790,2024-09-13
Nissan,X-Trail,2023,11340,2500,4.7,1846746,2025-03-04
Nissan,GT-R R35,2020,57968,3500,3.7,3074136,2024-02-29
Subaru,Forester,2021,40145,1500,3.9,1253174,2024-03-19
Lexus,LX 600,2023,7670,5700,4.3,7261874,2025-07-28
Toyota,Land Cruiser 200,2021,45191,4500,3.6,1920266,2025-08-13
Toyota,Land Cruiser 300,2015,74048,4500,2.7,543718,2025-01-06
Lexus,GX 460,2018,52302,2000,3.5,3293443,2024-01-02
Honda,CR-V,2024,1000,2000,4.9,1651151,2024-05-09
Mitsubishi,Outlander,2019,49188,2500,3.9,1176822,2024-05-19
Porsche,Cayenne,2017,94658,2000,3.9,2766075,2024-05-12
Mitsubishi,Pajero,2020,60299,2500,2.6,861294,2024-06-08
Mazda,RX-7,2017,96362,2000,3.6,709821,2024-07-12
Toyota,Prado,2023,9118,2000,4.4,1191199,2024-03-17
Honda,Accord,2019,58283,3000,4.0,1310380,2025-04-13
Mazda,RX-7,2022,20106,2500,4.3,2251051,2025-09-14
Lexus,LX 570,2019,46495,4500,4.0,2232239,2024-08-13
Nissan,GT-R R35,2016,96040,3500,3.1,1337638,2025-09-14
Mitsubishi,Pajero,2021,24946,2000,4.3,1242066,2024-05-15
Honda,Accord,2023,6630,2000,4.1,1298136,2024-04-16
Mitsubishi,Lancer Evolution,2020,52264,2000,4.2,1162417,2025-03-07
Honda,CR-V,2022,11902,3000,5.1,1327688,2025-01-24
Toyota,Land Cruiser,2024,1000,3500,4.4,3243845,2025-04-30
Toyota,Land Cruiser 300,2024,1000,3500,4.5,4930760,2024-06-20
Subaru,Forester,2017,106000,1500,3.7,500000,2024-09-18
Mitsubishi,Lancer Evolution,2015,116550,2500,3.1,500000,2024-06-10
Subaru,WRX STI,2017,64788,2500,3.5,500000,2023-12-18
Mazda,CX-5,2023,9277,2500,4.6,811769,2024-11-06
Mitsubishi,Lancer Evolution,2022,28132,2500,4.4,1621017,2025-07-27
